train/episode,stats_g/std,test/episode,test/success_rate,stats_o/std,stats_o/mean,train/success_rate,test/mean_Q,epoch,stats_g/mean
20.0,0.09209015,10.0,0.0,0.055272505,0.21028605,0.0,-3.6922574,0,0.9016927
40.0,0.09599014,20.0,0.0,0.06577728,0.21008329,0.0,-7.4025106,1,0.8961217
60.0,0.097865246,30.0,0.1,0.069743425,0.21071401,0.0,-8.942268,2,0.89229316
80.0,0.09867103,40.0,0.6,0.07299597,0.20900026,0.0,-7.9534125,3,0.8876994
100.0,0.098632194,50.0,0.6,0.07147283,0.20872957,0.0,-8.473544,4,0.884865
120.0,0.09876432,60.0,0.6,0.07173577,0.20868671,0.0,-10.34122,5,0.8834882
140.0,0.09885975,70.0,0.1,0.072735,0.2092666,0.0,-10.780701,6,0.88286257
160.0,0.0987583,80.0,0.2,0.074202135,0.20868167,0.0,-15.499944,7,0.88097495
180.0,0.09848732,90.0,0.2,0.07550341,0.2085568,0.0,-16.772856,8,0.8794076
200.0,0.098693766,100.0,0.3,0.07811256,0.2077359,0.0,-15.812613,9,0.87784725
220.0,0.09876746,110.0,0.2,0.07706284,0.20787647,0.0,-16.603306,10,0.8774843
240.0,0.09835857,120.0,0.4,0.0763405,0.20741776,0.0,-16.813148,11,0.8761417
260.0,0.09797052,130.0,0.3,0.07597211,0.20734817,0.0,-17.68284,12,0.87517864
280.0,0.09773905,140.0,0.1,0.0753912,0.20730892,0.0,-18.88425,13,0.87430924
300.0,0.09753588,150.0,0.3,0.07453361,0.207159,0.0,-18.091898,14,0.87321585
320.0,0.09746244,160.0,0.2,0.07431068,0.20710176,0.0,-19.149408,15,0.8728898
340.0,0.09755274,170.0,0.1,0.07528212,0.20698218,0.0,-23.419605,16,0.8728442
360.0,0.09780693,180.0,0.6,0.07752232,0.20634767,0.0,-17.249016,17,0.8723879
380.0,0.09775248,190.0,0.1,0.078421004,0.20600271,0.0,-18.453487,18,0.8719704
400.0,0.09788839,200.0,0.4,0.07941813,0.20550846,0.0,-20.10625,19,0.87097913
420.0,0.097950675,210.0,0.3,0.07998798,0.20511791,0.0,-28.033579,20,0.8709057
440.0,0.09783093,220.0,0.2,0.08130124,0.20509468,0.0,-23.336355,21,0.87029415
460.0,0.0980258,230.0,0.5,0.08231279,0.20510353,0.0,-18.776333,22,0.86955833
480.0,0.09798788,240.0,0.8,0.08329457,0.20461418,0.0,-16.493664,23,0.8688288
500.0,0.09772473,250.0,0.2,0.08357384,0.2044823,0.0,-25.695642,24,0.8682205
520.0,0.097802244,260.0,0.4,0.08439749,0.20459218,0.0,-20.526676,25,0.8679151
540.0,0.097767375,270.0,0.6,0.08527893,0.20436381,0.0,-22.550564,26,0.8674658
560.0,0.09771732,280.0,0.6,0.08530754,0.20439538,0.0,-20.511711,27,0.86703306
580.0,0.09760318,290.0,0.1,0.08576525,0.20457774,0.0,-24.036198,28,0.8671529
600.0,0.09735828,300.0,0.1,0.08542374,0.20440795,0.0,-23.274254,29,0.866724
620.0,0.09731112,310.0,0.1,0.085216105,0.20419092,0.0,-26.533686,30,0.8662217
640.0,0.09709718,320.0,0.3,0.08563241,0.20425838,0.0,-21.249146,31,0.8653762
660.0,0.09713859,330.0,0.4,0.085567705,0.20420094,0.0,-24.582344,32,0.8653154
680.0,0.09706066,340.0,0.5,0.085504815,0.20408317,0.0,-20.343948,33,0.8650989
700.0,0.09706443,350.0,0.2,0.08558116,0.20428261,0.0,-24.876343,34,0.8652864
720.0,0.097082235,360.0,0.6,0.08624403,0.20424229,0.0,-23.64801,35,0.865071
740.0,0.09701854,370.0,0.5,0.086957276,0.20442583,0.0,-25.005339,36,0.86479205
760.0,0.09707286,380.0,0.4,0.087184146,0.20447879,0.0,-20.927862,37,0.8649773
780.0,0.09710065,390.0,0.3,0.087409474,0.20443128,0.0,-21.698355,38,0.86468893
800.0,0.0970693,400.0,0.0,0.08837491,0.20440584,0.0,-24.917454,39,0.8644566
820.0,0.09700041,410.0,0.5,0.088937,0.20428495,0.0,-18.706642,40,0.8642331
840.0,0.09696728,420.0,0.2,0.08948209,0.20423235,0.0,-25.511555,41,0.86400837
860.0,0.09708234,430.0,0.5,0.09034211,0.20420131,0.0,-14.196379,42,0.8637681
880.0,0.097104646,440.0,0.5,0.09109627,0.20414872,0.0,-23.907394,43,0.8634629
900.0,0.09707916,450.0,0.3,0.09155904,0.20413972,0.0,-24.924528,44,0.86313766
920.0,0.097135164,460.0,0.2,0.09187951,0.20382886,0.0,-25.977314,45,0.8626477
940.0,0.09699011,470.0,0.4,0.09287674,0.20393215,0.0,-20.590374,46,0.8625733
960.0,0.09702158,480.0,0.4,0.093057565,0.20376085,0.0,-24.20523,47,0.8624096
980.0,0.09690077,490.0,0.2,0.09340034,0.20371288,0.0,-23.735481,48,0.8622528
1000.0,0.097011544,500.0,0.1,0.09389975,0.20373063,0.0,-25.985508,49,0.8623107
1020.0,0.096907556,510.0,0.2,0.09394759,0.20386606,0.0,-24.789072,50,0.8621324
1040.0,0.09684495,520.0,0.4,0.09414917,0.20393948,0.0,-19.19367,51,0.86198664
1060.0,0.09687438,530.0,0.1,0.094317615,0.20406711,0.0,-28.255314,52,0.8619066
1080.0,0.0968573,540.0,0.4,0.094673395,0.20422637,0.0,-21.23685,53,0.861846
1100.0,0.09713667,550.0,0.1,0.09530642,0.20403002,0.0,-25.999012,54,0.8615728
1120.0,0.097223245,560.0,0.4,0.09604004,0.20378228,0.0,-21.926533,55,0.861357
1140.0,0.097253375,570.0,0.2,0.09749712,0.20363422,0.0,-21.235292,56,0.86112136
1160.0,0.09723876,580.0,0.1,0.09796445,0.20339032,0.0,-25.813175,57,0.86097145
1180.0,0.097235836,590.0,0.7,0.098233335,0.2034489,0.0,-18.786676,58,0.86079115
1200.0,0.097297035,600.0,0.0,0.098482676,0.20338356,0.0,-31.003109,59,0.8605542
1220.0,0.09802934,610.0,0.4,0.09903925,0.20339257,0.0,-21.025312,60,0.8604366
1240.0,0.09912417,620.0,0.1,0.09972586,0.20325261,0.0,-27.165974,61,0.86026245
1260.0,0.099107705,630.0,0.1,0.099843875,0.20316438,0.0,-21.286772,62,0.8602343
1280.0,0.09909312,640.0,0.0,0.09987007,0.2032325,0.0,-20.89413,63,0.860311
1300.0,0.09905217,650.0,0.1,0.09949088,0.20336607,0.0,-27.036419,64,0.8605172
1320.0,0.0988965,660.0,0.0,0.09930908,0.20336848,0.0,-28.715302,65,0.86027414
1340.0,0.09874842,670.0,0.1,0.09913104,0.20341519,0.0,-23.824177,66,0.8601559
1360.0,0.0988248,680.0,0.0,0.09910117,0.20327623,0.0,-24.864925,67,0.8601127
1380.0,0.098796465,690.0,0.1,0.098919466,0.20337342,0.0,-19.673838,68,0.8600452
1400.0,0.098718025,700.0,0.3,0.09883256,0.20335215,0.0,-25.372486,69,0.85983604
1420.0,0.09903556,710.0,0.0,0.09907726,0.20313966,0.0,-22.71932,70,0.8596792
1440.0,0.09897957,720.0,0.1,0.09916448,0.20298973,0.0,-27.603165,71,0.8594816
1460.0,0.099015474,730.0,0.0,0.09956728,0.20307107,0.0,-30.715551,72,0.85965186
1480.0,0.09904363,740.0,0.0,0.09980943,0.2029579,0.0,-25.452389,73,0.85949326
1500.0,0.09903004,750.0,0.0,0.100101344,0.20290224,0.0,-29.590206,74,0.8594241
1520.0,0.09907373,760.0,0.0,0.10054516,0.20280963,0.0,-27.529144,75,0.8593316
1540.0,0.09905565,770.0,0.0,0.10063428,0.20284986,0.0,-21.924973,76,0.85926557
1560.0,0.09906232,780.0,0.0,0.100708514,0.2028846,0.0,-25.278835,77,0.85916966
1580.0,0.09893938,790.0,0.0,0.10110664,0.2029175,0.0,-23.339725,78,0.8589153
1600.0,0.09898042,800.0,0.0,0.10126199,0.20303829,0.0,-24.168877,79,0.8587951
1620.0,0.09890864,810.0,0.0,0.101347506,0.20310396,0.0,-28.193024,80,0.85871774
1640.0,0.09926053,820.0,0.0,0.1017504,0.20323676,0.0,-26.078959,81,0.8586624
1660.0,0.09918364,830.0,0.0,0.10202676,0.20344293,0.0,-27.626404,82,0.8586707
1680.0,0.09923795,840.0,0.0,0.10228216,0.20335646,0.0,-30.123531,83,0.8585265
1700.0,0.09931123,850.0,0.0,0.10254928,0.20326975,0.0,-26.113392,84,0.8582062
1720.0,0.099292524,860.0,0.1,0.102725975,0.20331398,0.0,-24.2778,85,0.85818666
1740.0,0.0991984,870.0,0.1,0.10275314,0.20318295,0.0,-26.68194,86,0.8580819
1760.0,0.0991021,880.0,0.2,0.10263548,0.20320217,0.0,-25.143353,87,0.85812235
1780.0,0.09906972,890.0,0.0,0.102562465,0.203232,0.0,-27.465403,88,0.858126
1800.0,0.09893034,900.0,0.2,0.10264717,0.20317076,0.0,-27.223713,89,0.8580444
1820.0,0.09887829,910.0,0.0,0.102485456,0.20320094,0.0,-25.369818,90,0.8581857
1840.0,0.098771304,920.0,0.5,0.10250691,0.20319729,0.0,-23.457176,91,0.85825205
1860.0,0.09870141,930.0,0.2,0.10235174,0.20322017,0.0,-21.030336,92,0.8583038
1880.0,0.09873531,940.0,0.1,0.102211006,0.20326445,0.0,-17.583122,93,0.8584254
1900.0,0.09876648,950.0,0.0,0.102229685,0.20327997,0.0,-32.21267,94,0.85844547
1920.0,0.09878057,960.0,0.2,0.10225138,0.20331019,0.0,-24.892561,95,0.8584109
1940.0,0.09883235,970.0,0.2,0.102153234,0.20339566,0.0,-22.71642,96,0.85855037
1960.0,0.09897333,980.0,0.3,0.10249665,0.20342402,0.0,-25.045076,97,0.85854536
1980.0,0.09905014,990.0,0.1,0.10273025,0.20341024,0.0,-27.580109,98,0.85838896
2000.0,0.09910708,1000.0,0.1,0.10275404,0.20331573,0.0,-24.834404,99,0.8584352
2020.0,0.09972904,1010.0,0.2,0.10280085,0.20335114,0.0,-24.21328,100,0.85851645
2040.0,0.099696696,1020.0,0.1,0.102603234,0.20336722,0.0,-20.92199,101,0.8585265
2060.0,0.09969425,1030.0,0.1,0.102498665,0.20338637,0.0,-24.984272,102,0.8586046
2080.0,0.09971404,1040.0,0.3,0.10251346,0.20344129,0.0,-24.178577,103,0.8587098
2100.0,0.09966747,1050.0,0.2,0.10249333,0.20342447,0.0,-23.372904,104,0.8587025
2120.0,0.09957709,1060.0,0.1,0.10252723,0.2034385,0.0,-29.576212,105,0.8587527
2140.0,0.09950618,1070.0,0.2,0.10233623,0.20340918,0.0,-25.417744,106,0.8587775
2160.0,0.09941683,1080.0,0.3,0.10211421,0.20345445,0.0,-20.16472,107,0.8587745
2180.0,0.09934729,1090.0,0.3,0.10198092,0.20347452,0.0,-22.842915,108,0.8587537
2200.0,0.09931754,1100.0,0.0,0.101836994,0.2035051,0.0,-26.426693,109,0.8588435
2220.0,0.09964702,1110.0,0.5,0.10172497,0.2035024,0.0,-25.31662,110,0.8588496
2240.0,0.099719524,1120.0,0.4,0.101689436,0.20344791,0.0,-26.360622,111,0.858792
2260.0,0.09969133,1130.0,0.2,0.10158474,0.20345654,0.0,-21.73637,112,0.8588767
2280.0,0.09971842,1140.0,0.3,0.10162473,0.20340872,0.0,-26.672546,113,0.85883135
2300.0,0.09965336,1150.0,0.0,0.10156486,0.20345618,0.0,-30.959433,114,0.8588224
2320.0,0.09957134,1160.0,0.2,0.10139907,0.20342621,0.0,-24.67329,115,0.85881406
2340.0,0.09949198,1170.0,0.1,0.10126508,0.20346023,0.0,-28.44459,116,0.85880536
2360.0,0.0994583,1180.0,0.0,0.10099344,0.20348717,0.0,-28.14469,117,0.8589134
2380.0,0.09937342,1190.0,0.1,0.1007591,0.20350713,0.0,-30.03486,118,0.85885316
2400.0,0.09934982,1200.0,0.0,0.100492604,0.20348193,0.0,-27.344034,119,0.8588235
2420.0,0.09933102,1210.0,0.1,0.10056248,0.20347904,0.0,-28.92551,120,0.858782
2440.0,0.09925913,1220.0,0.0,0.10087439,0.20348015,0.0,-4.0039797,121,0.8587713
2460.0,0.09915361,1230.0,0.0,0.10140129,0.20349748,0.0,-9.71157,122,0.8587516
2480.0,0.09908089,1240.0,0.0,0.10191681,0.20351347,0.0,-13.926054,123,0.8587823
2500.0,0.099058665,1250.0,0.0,0.102490686,0.20354114,0.0,-13.999292,124,0.8588887
2520.0,0.09900958,1260.0,0.0,0.10269154,0.20353317,0.0,-11.944646,125,0.8588131
2540.0,0.09896949,1270.0,0.0,0.10281717,0.20353122,0.0,-11.615389,126,0.85882086
2560.0,0.09891299,1280.0,0.0,0.10276151,0.2035427,0.0,-12.020365,127,0.8588552
2580.0,0.09885108,1290.0,0.0,0.10257316,0.20355797,0.0,-13.748004,128,0.8588628
2600.0,0.09878836,1300.0,0.0,0.10233606,0.2035656,0.0,-15.643938,129,0.8588739
2620.0,0.09874728,1310.0,0.0,0.10209349,0.2035841,0.0,-16.648594,130,0.85892016
2640.0,0.09869879,1320.0,0.0,0.10182951,0.20358795,0.0,-20.121649,131,0.8589747
2660.0,0.09862717,1330.0,0.0,0.10157888,0.20359081,0.0,-19.128952,132,0.85901767
2680.0,0.09855268,1340.0,0.0,0.10130929,0.20359401,0.0,-25.21348,133,0.85901475
2700.0,0.098552324,1350.0,0.0,0.101119645,0.20358208,0.0,-24.150059,134,0.85907006
2720.0,0.09850816,1360.0,0.0,0.100982256,0.20359616,0.0,-28.553782,135,0.8590463
2740.0,0.09856417,1370.0,0.3,0.10086645,0.20357847,0.0,-23.575676,136,0.85909516
2760.0,0.09852284,1380.0,0.1,0.100743234,0.20353277,0.0,-21.513346,137,0.8591273
2780.0,0.098600626,1390.0,0.2,0.10067959,0.20353563,0.0,-26.94721,138,0.85923725
2800.0,0.098564215,1400.0,0.0,0.10074926,0.20343319,0.0,-24.906628,139,0.8591981
2820.0,0.09894389,1410.0,0.0,0.1008513,0.20336553,0.0,-22.667036,140,0.85921603
2840.0,0.09896904,1420.0,0.2,0.10087227,0.2033208,0.0,-26.914936,141,0.85926676
2860.0,0.09923621,1430.0,0.0,0.10111787,0.20338158,0.0,-29.430882,142,0.8593617
2880.0,0.09949461,1440.0,0.1,0.1012425,0.20340568,0.0,-27.158213,143,0.8594329
2900.0,0.099513374,1450.0,0.0,0.10129599,0.20344828,0.0,-29.108028,144,0.8594067
2920.0,0.0994693,1460.0,0.1,0.1012868,0.20339501,0.0,-28.9856,145,0.859399
2940.0,0.09947028,1470.0,0.0,0.101109646,0.20341045,0.0,-28.387747,146,0.8594487
2960.0,0.09955605,1480.0,0.1,0.101002425,0.2033723,0.0,-29.935114,147,0.85941476
2980.0,0.09954268,1490.0,0.0,0.10097455,0.2033745,0.0,-24.658504,148,0.85942525
3000.0,0.0994606,1500.0,0.0,0.100866206,0.20337358,0.0,-25.179968,149,0.85940653
3020.0,0.0994342,1510.0,0.0,0.10068566,0.20337363,0.0,-25.233913,150,0.8593971
3040.0,0.09936122,1520.0,0.1,0.100465566,0.2033805,0.0,-28.263086,151,0.8593831
3060.0,0.09931465,1530.0,0.1,0.10022132,0.20338799,0.0,-24.02762,152,0.8593795
3080.0,0.0992679,1540.0,0.0,0.09999821,0.20341212,0.0,-28.62727,153,0.85939354
3100.0,0.099257804,1550.0,0.1,0.099892035,0.20347914,0.0,-30.578714,154,0.85943794
3120.0,0.099213265,1560.0,0.0,0.099707454,0.20353039,0.0,-27.939997,155,0.85956794
3140.0,0.099189185,1570.0,0.1,0.09965724,0.20360956,0.0,-27.977396,156,0.8596597
3160.0,0.09920812,1580.0,0.0,0.09963271,0.20361152,0.0,-29.549356,157,0.8596155
3180.0,0.099165976,1590.0,0.0,0.09949922,0.20359226,0.0,-31.881474,158,0.85950786
3200.0,0.0991171,1600.0,0.0,0.09936378,0.2035994,0.0,-25.761776,159,0.85946274
3220.0,0.09913558,1610.0,0.2,0.0993578,0.20354092,0.0,-24.03674,160,0.85943633
3240.0,0.099140204,1620.0,0.0,0.099263795,0.20354825,0.0,-30.576736,161,0.85941905
3260.0,0.09910085,1630.0,0.1,0.09923306,0.20360164,0.0,-29.223764,162,0.8594523
3280.0,0.09904113,1640.0,0.0,0.09915746,0.20357786,0.0,-28.363415,163,0.8593394
3300.0,0.09899706,1650.0,0.1,0.09906509,0.20359398,0.0,-26.17515,164,0.85937595
3320.0,0.09893987,1660.0,0.1,0.09886237,0.20360972,0.0,-28.572086,165,0.8594025
3340.0,0.0989103,1670.0,0.0,0.098645695,0.20361878,0.0,-24.208294,166,0.8594237
3360.0,0.09887713,1680.0,0.0,0.09848261,0.20358042,0.0,-33.0308,167,0.85938483
3380.0,0.09881234,1690.0,0.1,0.09835007,0.20356214,0.0,-31.030207,168,0.8593072
3400.0,0.09908134,1700.0,0.0,0.098342985,0.20353732,0.0,-30.73762,169,0.8592978
3420.0,0.099086344,1710.0,0.0,0.098413706,0.2035122,0.0,-27.491802,170,0.85931
3440.0,0.099096686,1720.0,0.1,0.09838151,0.20354961,0.0,-26.658886,171,0.8592849
3460.0,0.09909803,1730.0,0.2,0.09836481,0.20355707,0.0,-30.449408,172,0.85931236
3480.0,0.09922662,1740.0,0.0,0.09840672,0.20355563,0.0,-32.29413,173,0.8592724
3500.0,0.09918851,1750.0,0.1,0.09834674,0.20356238,0.0,-23.813753,174,0.8592348
3520.0,0.09917966,1760.0,0.0,0.09836468,0.20358114,0.0,-28.751862,175,0.8592574
3540.0,0.09917483,1770.0,0.1,0.09835564,0.20357472,0.0,-28.967443,176,0.8592692
3560.0,0.09912761,1780.0,0.1,0.09825093,0.20356424,0.0,-31.332882,177,0.85930246
3580.0,0.09912434,1790.0,0.1,0.098113224,0.20355394,0.0,-25.75613,178,0.8593106
3600.0,0.09910574,1800.0,0.1,0.097973496,0.20353943,0.0,-26.771082,179,0.85929936
3620.0,0.09906957,1810.0,0.0,0.09788853,0.20357557,0.0,-32.183296,180,0.85931563
3640.0,0.09906372,1820.0,0.1,0.09773891,0.20354864,0.0,-30.828968,181,0.8593106
3660.0,0.09901499,1830.0,0.0,0.09763029,0.2035519,0.0,-35.455566,182,0.85932094
3680.0,0.099005364,1840.0,0.0,0.09755379,0.2035388,0.0,-31.866821,183,0.85940295
3700.0,0.09900948,1850.0,0.0,0.09753115,0.20353216,0.0,-35.815742,184,0.85943556
3720.0,0.09893629,1860.0,0.0,0.0974889,0.20356566,0.0,-29.759747,185,0.85940593
3740.0,0.098920465,1870.0,0.2,0.097406425,0.20355883,0.0,-31.745916,186,0.85936946
3760.0,0.098885655,1880.0,0.2,0.09726593,0.20356908,0.0,-32.58381,187,0.8593778
3780.0,0.09884591,1890.0,0.1,0.097147405,0.20358258,0.0,-33.876717,188,0.8593738
3800.0,0.09880694,1900.0,0.1,0.09702758,0.20357925,0.0,-33.985622,189,0.8593684
3820.0,0.09875673,1910.0,0.2,0.09694113,0.20357433,0.0,-31.651138,190,0.85936946
3840.0,0.098735444,1920.0,0.1,0.09683002,0.20360394,0.0,-32.8543,191,0.8593929
3860.0,0.09870104,1930.0,0.3,0.09673559,0.20361046,0.0,-33.350258,192,0.859438
3880.0,0.09867344,1940.0,0.0,0.096697025,0.20360416,0.0,-26.317806,193,0.85949343
3900.0,0.098640405,1950.0,0.0,0.096667096,0.20355424,0.0,-26.553818,194,0.85946673
3920.0,0.09861106,1960.0,0.0,0.09661028,0.20356919,0.0,-31.397564,195,0.8595275
3940.0,0.09861194,1970.0,0.0,0.09664297,0.20353043,0.0,-31.013336,196,0.8595008
3960.0,0.09860996,1980.0,0.1,0.096640736,0.20355883,0.0,-25.263855,197,0.8595212
3980.0,0.098632395,1990.0,0.2,0.09667923,0.2035832,0.0,-19.339527,198,0.85950327
4000.0,0.09876119,2000.0,0.0,0.09668702,0.2036126,0.0,-25.213987,199,0.8594925
4020.0,0.098787785,2010.0,0.3,0.09682455,0.20363666,0.0,-24.687138,200,0.8595323
4040.0,0.09879335,2020.0,0.2,0.09688349,0.20362853,0.0,-24.615015,201,0.8595056
4060.0,0.09876615,2030.0,0.2,0.09698565,0.20360611,0.0,-22.144535,202,0.85949105
4080.0,0.09874419,2040.0,0.1,0.09704734,0.20358877,0.05,-20.532894,203,0.8594463
4100.0,0.09886074,2050.0,0.1,0.09715338,0.2036057,0.0,-23.917625,204,0.8594692
4120.0,0.09889289,2060.0,0.1,0.097305425,0.20360948,0.0,-28.202902,205,0.8594616
4140.0,0.09886467,2070.0,0.1,0.097286284,0.20363615,0.0,-25.955011,206,0.85944486
4160.0,0.098851226,2080.0,0.2,0.09728023,0.20364042,0.0,-19.733744,207,0.8594181
4180.0,0.09906911,2090.0,0.2,0.097356826,0.20362493,0.0,-25.637989,208,0.8593529
4200.0,0.09908438,2100.0,0.3,0.09752867,0.20361677,0.0,-23.427698,209,0.8593314
4220.0,0.09914961,2110.0,0.1,0.097668275,0.20362999,0.0,-22.2864,210,0.8593177
4240.0,0.09922427,2120.0,0.0,0.097851776,0.20363638,0.0,-27.255627,211,0.85927796
4260.0,0.09925377,2130.0,0.5,0.097933084,0.20359632,0.0,-18.082108,212,0.8592691
4280.0,0.09922722,2140.0,0.1,0.098110646,0.20355462,0.0,-27.652058,213,0.8592035
4300.0,0.09925059,2150.0,0.2,0.09815423,0.20353618,0.0,-22.10003,214,0.8592368
4320.0,0.09926957,2160.0,0.2,0.09818967,0.20356005,0.0,-17.162323,215,0.85925055
4340.0,0.09923514,2170.0,0.1,0.0982443,0.20359251,0.0,-20.88422,216,0.8592598
4360.0,0.09921668,2180.0,0.2,0.09834871,0.20358425,0.0,-23.135265,217,0.859276
4380.0,0.09918368,2190.0,0.0,0.09832597,0.20357364,0.0,-20.026617,218,0.8593018
4400.0,0.099155724,2200.0,0.2,0.0983124,0.20359644,0.0,-15.054596,219,0.85930777
4420.0,0.09913234,2210.0,0.0,0.09844305,0.20364007,0.0,-21.903065,220,0.8593307
4440.0,0.09911514,2220.0,0.0,0.09867777,0.20365791,0.0,-17.574825,221,0.85935503
4460.0,0.09908214,2230.0,0.1,0.09885907,0.20367324,0.0,-10.64012,222,0.8593919
4480.0,0.0990356,2240.0,0.0,0.09898448,0.20367947,0.0,-11.853043,223,0.8593865
4500.0,0.09901544,2250.0,0.0,0.09899512,0.20367472,0.0,-15.836324,224,0.85936445
4520.0,0.098985374,2260.0,0.2,0.09892785,0.20366956,0.0,-16.539837,225,0.8593433
4540.0,0.09897119,2270.0,0.0,0.09881395,0.20366253,0.0,-18.11533,226,0.85932285
4560.0,0.09892788,2280.0,0.1,0.0986769,0.20367835,0.0,-17.086712,227,0.85936695
