train/episode,test/mean_Q,stats_g/std,epoch,stats_g/mean,stats_o/std,test/episode,stats_o/mean,test/success_rate,train/success_rate
20.0,-3.4888377,0.17510964,0,0.9009684,0.16774055,10.0,0.21879849,0.0,0.0
40.0,-7.181506,0.20781893,1,0.89634734,0.18817323,20.0,0.21611314,0.0,0.0
60.0,-9.446021,0.5770033,2,0.89719135,0.2582791,30.0,0.2171599,0.0,0.0
80.0,-12.406253,0.56370586,3,0.88721234,0.2575511,40.0,0.21529873,0.0,0.0
100.0,-12.257236,0.5644874,4,0.8902424,0.2635131,50.0,0.21611628,0.0,0.0
120.0,-14.914256,0.57832676,5,0.8844754,0.26997396,60.0,0.21577121,0.0,0.0
140.0,-16.549707,0.62335473,6,0.8820271,0.279556,70.0,0.21379526,0.0,0.0
160.0,-14.211771,0.6189105,7,0.8773344,0.2806762,80.0,0.21314964,0.0,0.0
180.0,-15.317822,0.59972566,8,0.87583846,0.2772437,90.0,0.2126444,0.0,0.0
200.0,-15.532831,0.60960066,9,0.87901336,0.2822659,100.0,0.21225518,0.0,0.0
220.0,-18.017958,0.6062086,10,0.877059,0.2841263,110.0,0.21181439,0.0,0.0
240.0,-21.312975,0.598306,11,0.86952275,0.2829197,120.0,0.20931011,0.0,0.0
260.0,-18.481028,0.67109996,12,0.85720134,0.30002704,130.0,0.20628819,0.0,0.0
280.0,-19.978542,0.6740742,13,0.865143,0.30059022,140.0,0.20747085,0.0,0.0
300.0,-20.721022,0.6610758,14,0.864219,0.29709163,150.0,0.20849977,0.0,0.0
320.0,-21.092632,0.65440583,15,0.8674267,0.29770574,160.0,0.2099482,0.0,0.0
340.0,-18.959652,0.64628863,16,0.8680947,0.2971501,170.0,0.2107225,0.0,0.0
360.0,-10.444345,0.63378865,17,0.86817604,0.29602128,180.0,0.209858,0.0,0.0
380.0,-8.005625,0.6514854,18,0.86520404,0.30287802,190.0,0.20837812,0.0,0.0
400.0,-11.723386,0.6409432,19,0.8659284,0.3015868,200.0,0.20787244,0.0,0.0
420.0,-16.348549,0.6332747,20,0.86677986,0.29972732,210.0,0.20910595,0.0,0.0
440.0,-15.037735,0.65838414,21,0.8703638,0.30551636,220.0,0.20909853,0.0,0.0
460.0,-14.644389,0.64761525,22,0.8700947,0.30253556,230.0,0.20960057,0.0,0.0
480.0,-16.45596,0.63745004,23,0.8695871,0.3004693,240.0,0.20876317,0.1,0.0
500.0,-20.132235,0.6315337,24,0.86762476,0.29837817,250.0,0.20899925,0.0,0.0
520.0,-20.755934,0.66518396,25,0.8759439,0.3063892,260.0,0.20979947,0.0,0.0
540.0,-20.157864,0.66095763,26,0.87635785,0.30605805,270.0,0.20972738,0.0,0.0
560.0,-19.646671,0.6656358,27,0.8744361,0.30832112,280.0,0.20980531,0.1,0.0
580.0,-21.395634,0.6585216,28,0.87595606,0.30719587,290.0,0.2100417,0.1,0.0
600.0,-21.735844,0.65473104,29,0.8729752,0.30637693,300.0,0.21081942,0.0,0.0
620.0,-17.35046,0.64698124,30,0.87222403,0.30448186,310.0,0.21077839,0.0,0.0
640.0,-17.28161,0.6396794,31,0.8720867,0.30303648,320.0,0.21066098,0.0,0.0
660.0,-18.409994,0.63291186,32,0.873461,0.30110604,330.0,0.21025008,0.0,0.0
680.0,-17.44381,0.6268543,33,0.8732571,0.29963738,340.0,0.20966762,0.0,0.0
700.0,-22.42758,0.61980385,34,0.8736992,0.29757863,350.0,0.2102213,0.0,0.0
720.0,-18.768093,0.61368746,35,0.8738485,0.29603976,360.0,0.2102553,0.0,0.0
740.0,-21.032574,0.60990804,36,0.87450665,0.29542252,370.0,0.21028851,0.0,0.0
760.0,-17.44244,0.60410124,37,0.87446404,0.29456687,380.0,0.21055898,0.0,0.0
780.0,-14.629474,0.61193377,38,0.8774888,0.29581773,390.0,0.211255,0.1,0.0
800.0,-14.38342,0.6068588,39,0.87718153,0.2949196,400.0,0.21018146,0.0,0.0
820.0,-17.987461,0.60712963,40,0.87451667,0.2955972,410.0,0.20912176,0.0,0.0
840.0,-17.98523,0.70603496,41,0.8853378,0.3134519,420.0,0.21123128,0.0,0.0
860.0,-20.936405,0.70195985,42,0.88514346,0.31216222,430.0,0.21077083,0.0,0.0
880.0,-18.185593,0.7090058,43,0.8841484,0.31435782,440.0,0.21074703,0.0,0.0
900.0,-16.027369,0.71032494,44,0.88400346,0.31522897,450.0,0.21078487,0.1,0.0
920.0,-21.731485,0.7038572,45,0.8833337,0.31407273,460.0,0.21076708,0.0,0.0
940.0,-18.818344,0.6978956,46,0.88267875,0.3132558,470.0,0.21017976,0.0,0.0
960.0,-15.545481,0.69260186,47,0.88263065,0.31208226,480.0,0.2099316,0.0,0.0
980.0,-17.381466,0.68678933,48,0.8820153,0.3110291,490.0,0.20976618,0.0,0.0
1000.0,-18.398874,0.6812947,49,0.88212293,0.31043702,500.0,0.2096053,0.0,0.0
1020.0,-15.2870455,0.6913261,50,0.8844871,0.31262952,510.0,0.21003841,0.0,0.0
1040.0,-21.211164,0.6889408,51,0.8860627,0.31282082,520.0,0.21003494,0.0,0.0
1060.0,-17.618954,0.68436265,52,0.88642627,0.31252503,530.0,0.20959982,0.0,0.0
1080.0,-13.629171,0.68090224,53,0.8864303,0.31262064,540.0,0.20944153,0.0,0.0
1100.0,-13.882795,0.6790579,54,0.8857026,0.31297392,550.0,0.20873015,0.0,0.0
1120.0,-17.136267,0.68181103,55,0.88437706,0.31375104,560.0,0.20877439,0.0,0.0
1140.0,-13.794855,0.6875796,56,0.8843418,0.315955,570.0,0.2089136,0.0,0.0
1160.0,-17.881115,0.6952522,57,0.883672,0.31868878,580.0,0.20903657,0.0,0.0
1180.0,-19.141027,0.690898,58,0.8828516,0.31755832,590.0,0.2084946,0.0,0.0
1200.0,-20.56312,0.68835634,59,0.8823941,0.31695902,600.0,0.20832145,0.1,0.0
1220.0,-16.113316,0.6903713,60,0.88208365,0.31765088,610.0,0.20809267,0.0,0.0
1240.0,-18.086843,0.69058865,61,0.8827173,0.317836,620.0,0.20783198,0.0,0.0
1260.0,-15.785955,0.6927087,62,0.8808853,0.3183743,630.0,0.20740741,0.0,0.0
1280.0,-15.770932,0.692375,63,0.88221186,0.31852466,640.0,0.20762913,0.1,0.0
1300.0,-20.846668,0.68815964,64,0.88250065,0.3174785,650.0,0.20758434,0.1,0.0
1320.0,-17.723686,0.6854558,65,0.88335466,0.31676656,660.0,0.20777014,0.0,0.0
1340.0,-16.491327,0.6813294,66,0.8833932,0.31606966,670.0,0.2076954,0.0,0.0
1360.0,-20.877798,0.6772805,67,0.88351583,0.31508097,680.0,0.20771816,0.0,0.0
1380.0,-18.237402,0.6745494,68,0.884093,0.3148744,690.0,0.20781039,0.0,0.0
1400.0,-12.64753,0.67139465,69,0.8842049,0.3145257,700.0,0.20782253,0.1,0.0
1420.0,-16.75224,0.66812754,70,0.8837977,0.31389502,710.0,0.20742443,0.0,0.0
1440.0,-16.174389,0.66484946,71,0.88386136,0.31320047,720.0,0.20733227,0.0,0.0
1460.0,-19.107761,0.6610189,72,0.8839645,0.31224978,730.0,0.2070978,0.0,0.0
1480.0,-19.836557,0.6592257,73,0.88471913,0.31194255,740.0,0.207199,0.0,0.0
1500.0,-17.541971,0.6559244,74,0.88498354,0.31140473,750.0,0.20729326,0.0,0.0
1520.0,-18.778633,0.65441966,75,0.8840342,0.311277,760.0,0.20706199,0.0,0.0
1540.0,-18.083508,0.65082014,76,0.8840297,0.31040597,770.0,0.20696728,0.0,0.0
1560.0,-13.18407,0.64766616,77,0.88377076,0.30975923,780.0,0.20666681,0.0,0.0
1580.0,-16.495558,0.645718,78,0.883344,0.30939966,790.0,0.20678078,0.0,0.0
1600.0,-20.003775,0.64566976,79,0.88348776,0.309315,800.0,0.2069068,0.0,0.0
1620.0,-15.799746,0.6467902,80,0.88360053,0.30988133,810.0,0.20681496,0.0,0.0
1640.0,-19.106892,0.64591676,81,0.8844659,0.30956864,820.0,0.20718819,0.0,0.0
1660.0,-21.889582,0.6589554,82,0.88168925,0.31179288,830.0,0.2068556,0.0,0.0
1680.0,-23.72374,0.6577671,83,0.8822891,0.31159145,840.0,0.20709418,0.0,0.0
1700.0,-19.075317,0.6572163,84,0.88284105,0.3112794,850.0,0.20707534,0.0,0.0
1720.0,-16.277317,0.663536,85,0.8817261,0.3125456,860.0,0.20662381,0.0,0.0
1740.0,-20.977169,0.6615129,86,0.881669,0.3122393,870.0,0.20641436,0.0,0.0
1760.0,-17.36649,0.6592047,87,0.8816442,0.31194037,880.0,0.20654611,0.0,0.0
1780.0,-15.144646,0.65749055,88,0.88139105,0.31149182,890.0,0.20651843,0.0,0.0
1800.0,-19.194302,0.6550304,89,0.88082117,0.3108183,900.0,0.20641892,0.0,0.0
1820.0,-18.86978,0.65198606,90,0.88080794,0.31029212,910.0,0.20641199,0.0,0.0
1840.0,-16.065355,0.6497152,91,0.88060886,0.31004116,920.0,0.20644075,0.0,0.0
1860.0,-23.287155,0.64681274,92,0.88066053,0.30953342,930.0,0.20659631,0.0,0.0
1880.0,-21.162727,0.644092,93,0.88071567,0.3091194,940.0,0.20648186,0.0,0.0
1900.0,-19.34426,0.64556295,94,0.8799355,0.3098311,950.0,0.20637266,0.0,0.0
1920.0,-21.847855,0.6479984,95,0.8790601,0.31040964,960.0,0.20625375,0.0,0.0
1940.0,-18.851068,0.64853907,96,0.87857676,0.31061488,970.0,0.20636599,0.1,0.0
1960.0,-21.617218,0.6458993,97,0.8782945,0.3101809,980.0,0.2060474,0.0,0.0
1980.0,-18.22713,0.64422077,98,0.8782439,0.31021708,990.0,0.20581482,0.0,0.0
2000.0,-18.770834,0.6534434,99,0.8807559,0.3124286,1000.0,0.20643792,0.0,0.0
2020.0,-26.710043,0.65404487,100,0.8806534,0.31258684,1010.0,0.20616007,0.0,0.0
2040.0,-22.30774,0.6517041,101,0.8808362,0.31223586,1020.0,0.20621248,0.0,0.0
2060.0,-19.118986,0.66697735,102,0.8799312,0.3154528,1030.0,0.20608036,0.0,0.0
2080.0,-20.651598,0.66494,103,0.88016963,0.31523144,1040.0,0.20600228,0.0,0.0
2100.0,-15.408089,0.66981745,104,0.8798191,0.3162719,1050.0,0.2060205,0.0,0.0
2120.0,-18.117592,0.66789913,105,0.8792687,0.31584775,1060.0,0.2058386,0.0,0.0
2140.0,-14.458,0.66595525,106,0.8792239,0.3153273,1070.0,0.20584589,0.0,0.0
2160.0,-14.949446,0.6636833,107,0.87871766,0.3152498,1080.0,0.20570543,0.0,0.0
2180.0,-19.673944,0.66211534,108,0.8788217,0.31493795,1090.0,0.20562936,0.0,0.0
2200.0,-18.358315,0.6673438,109,0.88018864,0.31638783,1100.0,0.20592707,0.0,0.0
2220.0,-13.824719,0.6744656,110,0.88198775,0.31768388,1110.0,0.20625244,0.0,0.0
2240.0,-13.515964,0.67234206,111,0.88226134,0.31721437,1120.0,0.20636518,0.0,0.0
2260.0,-21.084738,0.6699564,112,0.8822885,0.31669503,1130.0,0.20651709,0.0,0.0
2280.0,-12.403051,0.6695163,113,0.8821685,0.316611,1140.0,0.2064984,0.0,0.0
2300.0,-16.664652,0.66767484,114,0.88212514,0.3160986,1150.0,0.20672408,0.0,0.0
2320.0,-13.100271,0.665204,115,0.88217145,0.3153788,1160.0,0.20689139,0.0,0.0
2340.0,-13.3335085,0.6646033,116,0.8810413,0.31540293,1170.0,0.20676829,0.0,0.0
2360.0,-14.867241,0.66415715,117,0.8811536,0.31548828,1180.0,0.20690684,0.0,0.0
2380.0,-10.882475,0.6618113,118,0.8808045,0.3150612,1190.0,0.20677865,0.0,0.0
2400.0,-11.765179,0.66028774,119,0.8810063,0.31492263,1200.0,0.20676826,0.0,0.0
2420.0,-10.660287,0.6619403,120,0.87949854,0.315448,1210.0,0.20650549,0.0,0.0
2440.0,-13.850172,0.6683106,121,0.8815108,0.31625044,1220.0,0.20701891,0.0,0.0
2460.0,-10.142892,0.66687965,122,0.8815446,0.31566718,1230.0,0.2071213,0.0,0.0
2480.0,-12.201985,0.6643878,123,0.88158494,0.31502572,1240.0,0.20698266,0.0,0.0
2500.0,-12.652657,0.6623296,124,0.881768,0.31461266,1250.0,0.20705351,0.0,0.0
2520.0,-13.563947,0.66050667,125,0.88203174,0.3141582,1260.0,0.2072521,0.0,0.0
2540.0,-15.657633,0.6586988,126,0.8824249,0.31358117,1270.0,0.20717013,0.0,0.0
2560.0,-13.655508,0.6676583,127,0.8829386,0.31522727,1280.0,0.20737302,0.0,0.0
2580.0,-14.810277,0.6728544,128,0.88392836,0.31634548,1290.0,0.20768212,0.0,0.0
2600.0,-16.99052,0.67070466,129,0.8841453,0.31572503,1300.0,0.20792472,0.0,0.0
2620.0,-17.946136,0.66881186,130,0.8838518,0.31528744,1310.0,0.20803933,0.0,0.0
2640.0,-12.709874,0.66837645,131,0.8840685,0.31505463,1320.0,0.20816928,0.0,0.0
2660.0,-18.898678,0.66625756,132,0.8839869,0.3146008,1330.0,0.20799147,0.0,0.0
2680.0,-19.008848,0.6649471,133,0.883862,0.3143404,1340.0,0.20790592,0.0,0.0
2700.0,-17.505486,0.6628954,134,0.8837445,0.31400657,1350.0,0.20775053,0.0,0.0
2720.0,-14.186231,0.66102594,135,0.8833051,0.31372455,1360.0,0.20758234,0.0,0.0
2740.0,-11.394604,0.67000896,136,0.88290375,0.31536883,1370.0,0.20751919,0.0,0.0
2760.0,-14.051918,0.6713827,137,0.88390493,0.31580055,1380.0,0.20776856,0.0,0.0
2780.0,-14.86817,0.6692193,138,0.8838356,0.31531954,1390.0,0.20772661,0.0,0.0
2800.0,-19.227669,0.6674157,139,0.88384503,0.3150056,1400.0,0.20775223,0.0,0.0
2820.0,-13.7478485,0.66748387,140,0.88311785,0.315,1410.0,0.20765756,0.0,0.0
2840.0,-14.478076,0.666181,141,0.88261104,0.31469208,1420.0,0.20773563,0.0,0.0
2860.0,-19.422796,0.67163515,142,0.8827432,0.31510115,1430.0,0.20762818,0.0,0.0
2880.0,-16.915615,0.66999286,143,0.8825235,0.3147723,1440.0,0.2077136,0.0,0.0
2900.0,-13.423515,0.66826695,144,0.88219386,0.314432,1450.0,0.20747913,0.0,0.0
2920.0,-12.712481,0.6673057,145,0.88165456,0.31432182,1460.0,0.20735091,0.0,0.0
2940.0,-14.286052,0.6736947,146,0.8831137,0.31609377,1470.0,0.20745842,0.0,0.0
2960.0,-18.993547,0.67175645,147,0.8831367,0.31561905,1480.0,0.20739019,0.0,0.0
2980.0,-17.434397,0.6714654,148,0.88375527,0.31568468,1490.0,0.2074241,0.0,0.0
3000.0,-14.219934,0.6697363,149,0.88354284,0.31531307,1500.0,0.20752831,0.0,0.0
3020.0,-15.712178,0.6689322,150,0.8838415,0.31513232,1510.0,0.20765647,0.0,0.0
3040.0,-17.643167,0.66718125,151,0.88384527,0.3146983,1520.0,0.20763886,0.0,0.0
3060.0,-15.688314,0.6663184,152,0.88394856,0.31448054,1530.0,0.2077794,0.0,0.0
3080.0,-18.23353,0.6649753,153,0.88409567,0.31422007,1540.0,0.2078394,0.0,0.0
3100.0,-13.782331,0.6634004,154,0.8841717,0.31381387,1550.0,0.20780782,0.0,0.0
3120.0,-15.110158,0.6631618,155,0.8842032,0.31390822,1560.0,0.20795272,0.0,0.0
3140.0,-18.07424,0.6627737,156,0.8835783,0.3139554,1570.0,0.20795067,0.0,0.0
3160.0,-18.02413,0.6635789,157,0.88414717,0.31397638,1580.0,0.20803288,0.0,0.0
3180.0,-18.99612,0.66878146,158,0.8852326,0.31471908,1590.0,0.20822239,0.0,0.0
3200.0,-16.58516,0.66748023,159,0.88475126,0.31440663,1600.0,0.20817232,0.0,0.0
3220.0,-19.20905,0.66570663,160,0.8845045,0.3140681,1610.0,0.20803283,0.1,0.0
3240.0,-18.135258,0.66537905,161,0.88468665,0.31414595,1620.0,0.20805588,0.0,0.0
3260.0,-18.557526,0.6659797,162,0.8850899,0.31420574,1630.0,0.2080862,0.2,0.0
3280.0,-21.387398,0.6651998,163,0.8847664,0.31429267,1640.0,0.20802993,0.0,0.0
3300.0,-16.908466,0.66694784,164,0.8855083,0.31457624,1650.0,0.20824045,0.0,0.0
3320.0,-18.54727,0.6655263,165,0.8850997,0.3142576,1660.0,0.20819774,0.0,0.0
3340.0,-18.346308,0.6697824,166,0.8848634,0.31511056,1670.0,0.2082739,0.0,0.0
3360.0,-17.770645,0.66802555,167,0.88483316,0.31476858,1680.0,0.20827313,0.0,0.0
3380.0,-15.18811,0.66625077,168,0.88465863,0.31452107,1690.0,0.20825857,0.0,0.0
3400.0,-13.49747,0.66507643,169,0.88438034,0.31426984,1700.0,0.20807098,0.0,0.0
3420.0,-16.500631,0.663868,170,0.88439345,0.31416404,1710.0,0.20810959,0.0,0.0
3440.0,-11.949324,0.6622199,171,0.8844057,0.31377673,1720.0,0.20803066,0.0,0.0
3460.0,-14.492975,0.66075236,172,0.88445854,0.31340635,1730.0,0.2080659,0.0,0.0
3480.0,-14.832926,0.6750751,173,0.884192,0.31604853,1740.0,0.20808382,0.0,0.0
3500.0,-17.175365,0.6813681,174,0.8852388,0.31716716,1750.0,0.20834775,0.0,0.0
3520.0,-19.747257,0.6797023,175,0.88528126,0.31680873,1760.0,0.20839942,0.0,0.0
3540.0,-12.042077,0.67799693,176,0.8851592,0.3163284,1770.0,0.20829609,0.0,0.0
3560.0,-14.462506,0.679245,177,0.88567704,0.31643504,1780.0,0.20833112,0.0,0.0
3580.0,-18.545444,0.67764264,178,0.88558203,0.31604362,1790.0,0.20835112,0.0,0.0
3600.0,-18.469505,0.6761756,179,0.8857267,0.3157094,1800.0,0.20838381,0.0,0.0
3620.0,-19.378391,0.6767366,180,0.8860288,0.3156984,1810.0,0.2083681,0.0,0.0
3640.0,-19.099277,0.6802051,181,0.8871309,0.31625047,1820.0,0.20853354,0.0,0.0
3660.0,-18.148083,0.6804374,182,0.8860426,0.31613258,1830.0,0.20845705,0.0,0.0
3680.0,-19.601383,0.6794111,183,0.885971,0.31589478,1840.0,0.20848969,0.0,0.0
3700.0,-18.825703,0.67823577,184,0.88591486,0.31563005,1850.0,0.2083894,0.0,0.0
3720.0,-16.275074,0.6768729,185,0.885612,0.31537285,1860.0,0.20848927,0.0,0.0
3740.0,-17.554188,0.6774073,186,0.8854389,0.31550694,1870.0,0.20848235,0.0,0.0
3760.0,-17.10761,0.67600626,187,0.8852448,0.3153068,1880.0,0.20838219,0.0,0.0
3780.0,-25.53661,0.67456603,188,0.88513255,0.31496343,1890.0,0.20834702,0.0,0.0
3800.0,-21.315092,0.6729719,189,0.8850648,0.31457606,1900.0,0.20834145,0.0,0.0
3820.0,-16.214748,0.67238754,190,0.88503957,0.31441343,1910.0,0.20830034,0.0,0.0
3840.0,-15.336461,0.671087,191,0.8851903,0.31402028,1920.0,0.20839624,0.0,0.0
3860.0,-18.44606,0.669607,192,0.8851835,0.31369695,1930.0,0.20843382,0.0,0.0
3880.0,-16.976381,0.66974926,193,0.8850577,0.31364325,1940.0,0.20843177,0.0,0.0
3900.0,-16.055424,0.669606,194,0.8853417,0.31368396,1950.0,0.20845816,0.0,0.0
3920.0,-16.378925,0.6703177,195,0.8860779,0.31369126,1960.0,0.20860255,0.0,0.0
3940.0,-17.227715,0.6691279,196,0.88608605,0.31352606,1970.0,0.20861301,0.0,0.0
3960.0,-23.257473,0.66801804,197,0.88622046,0.3132742,1980.0,0.20863926,0.0,0.0
3980.0,-17.392132,0.66690826,198,0.88588554,0.3131177,1990.0,0.2085425,0.0,0.0
4000.0,-21.245392,0.66538733,199,0.8857897,0.3127805,2000.0,0.2084018,0.0,0.0
4020.0,-20.84556,0.66396135,200,0.885792,0.3124338,2010.0,0.20833832,0.0,0.0
4040.0,-24.136154,0.664538,201,0.8855212,0.3126279,2020.0,0.20823376,0.0,0.0
4060.0,-21.73586,0.66315615,202,0.88532656,0.3122702,2030.0,0.2081594,0.0,0.0
4080.0,-23.228039,0.66171473,203,0.8853081,0.3118932,2040.0,0.20802346,0.0,0.0
4100.0,-20.310282,0.6609642,204,0.8849778,0.31174847,2050.0,0.2078889,0.0,0.0
4120.0,-21.27537,0.6605511,205,0.8847337,0.31171417,2060.0,0.20785317,0.0,0.0
4140.0,-19.90094,0.65911454,206,0.8845661,0.31137893,2070.0,0.20766342,0.0,0.0
4160.0,-24.64606,0.65799826,207,0.88443404,0.31114998,2080.0,0.20775105,0.0,0.0
4180.0,-20.186869,0.6568969,208,0.8840515,0.31105453,2090.0,0.20769547,0.0,0.0
4200.0,-21.07239,0.65582734,209,0.8838105,0.3108614,2100.0,0.20781231,0.0,0.0
4220.0,-16.502674,0.6544645,210,0.8838284,0.31056616,2110.0,0.20786734,0.1,0.0
4240.0,-21.533323,0.65310127,211,0.8837169,0.3101127,2120.0,0.2078542,0.0,0.0
4260.0,-23.714764,0.65179676,212,0.8837239,0.30982062,2130.0,0.20782293,0.0,0.0
4280.0,-24.410038,0.6515208,213,0.88375026,0.30977434,2140.0,0.20784512,0.0,0.0
4300.0,-24.240015,0.6502518,214,0.8836207,0.3094834,2150.0,0.20778395,0.0,0.0
4320.0,-21.62847,0.65128,215,0.8831584,0.30969918,2160.0,0.20763004,0.0,0.0
4340.0,-23.639652,0.6504654,216,0.88344175,0.30956167,2170.0,0.20767961,0.0,0.0
4360.0,-25.912472,0.64933896,217,0.883286,0.30926657,2180.0,0.20766726,0.0,0.0
4380.0,-28.830704,0.64799464,218,0.8832607,0.30896086,2190.0,0.20766646,0.0,0.0
4400.0,-17.870632,0.647147,219,0.8834868,0.3087243,2200.0,0.207651,0.0,0.0
4420.0,-19.680275,0.64601547,220,0.8834699,0.3083978,2210.0,0.20766583,0.0,0.0
4440.0,-23.366192,0.64680344,221,0.88343936,0.30852097,2220.0,0.20763849,0.0,0.0
4460.0,-22.724377,0.64606917,222,0.8837476,0.308291,2230.0,0.2077257,0.0,0.0
4480.0,-21.754217,0.64503545,223,0.8834904,0.3080363,2240.0,0.20774543,0.0,0.0
4500.0,-25.980047,0.6456588,224,0.8826012,0.30826694,2250.0,0.2076468,0.0,0.0
4520.0,-26.086155,0.64458925,225,0.8825097,0.30807975,2260.0,0.2076911,0.0,0.0
4540.0,-20.62045,0.6433336,226,0.88240033,0.30784345,2270.0,0.20767634,0.0,0.0
4560.0,-16.950356,0.64208513,227,0.8824218,0.30760056,2280.0,0.20780678,0.0,0.0
4580.0,-21.835306,0.64081305,228,0.8823492,0.30734482,2290.0,0.20770258,0.0,0.0
4600.0,-18.349522,0.6398142,229,0.88209766,0.30720302,2300.0,0.2075762,0.0,0.0
4620.0,-19.967045,0.6389342,230,0.88176614,0.30708513,2310.0,0.20745136,0.0,0.0
