train/episode,test/mean_Q,stats_g/std,epoch,stats_g/mean,stats_o/std,test/episode,stats_o/mean,test/success_rate,train/success_rate
4640.0,-16.449516,0.63824874,231,0.88192296,0.30688423,2320.0,0.20744431,0.0,0.0
4660.0,-20.018824,0.6480085,232,0.881589,0.30879283,2330.0,0.20734093,0.0,0.0
4680.0,-22.32283,0.6467088,233,0.881607,0.30840892,2340.0,0.2073704,0.0,0.0
4700.0,-21.805357,0.6455865,234,0.88163495,0.3080634,2350.0,0.20740612,0.0,0.0
4720.0,-24.700329,0.6446407,235,0.8818569,0.3077379,2360.0,0.20752567,0.0,0.0
4740.0,-22.912773,0.6437021,236,0.88205796,0.30744427,2370.0,0.20753713,0.0,0.0
4760.0,-24.743513,0.6454378,237,0.88231725,0.3079399,2380.0,0.2076354,0.0,0.0
4780.0,-22.504515,0.644878,238,0.8819038,0.30784056,2390.0,0.20766754,0.0,0.0
4800.0,-20.076084,0.6444841,239,0.88171834,0.30780753,2400.0,0.20750844,0.0,0.0
4820.0,-20.864182,0.6433256,240,0.8817244,0.30749542,2410.0,0.20758758,0.0,0.0
4840.0,-18.14598,0.64210874,241,0.88170147,0.3071599,2420.0,0.20757319,0.0,0.0
4860.0,-16.254528,0.6409038,242,0.8816839,0.30680454,2430.0,0.20755556,0.0,0.0
4880.0,-20.312212,0.63971776,243,0.88159734,0.30648202,2440.0,0.20755476,0.0,0.0
4900.0,-18.436804,0.6387836,244,0.8816185,0.3062723,2450.0,0.20756628,0.0,0.0
4920.0,-17.921028,0.6376156,245,0.88164157,0.305908,2460.0,0.20752214,0.0,0.0
4940.0,-16.63611,0.63656205,246,0.8817172,0.30565804,2470.0,0.20757984,0.0,0.0
4960.0,-19.810223,0.6354244,247,0.88174295,0.30532977,2480.0,0.20751762,0.0,0.0
4980.0,-21.449335,0.6345642,248,0.88181424,0.30522847,2490.0,0.20743996,0.0,0.0
5000.0,-22.077765,0.63348734,249,0.8819177,0.30487788,2500.0,0.20747323,0.0,0.0
5020.0,-18.899256,0.6326174,250,0.8819442,0.30475795,2510.0,0.20741926,0.0,0.0
5040.0,-17.515774,0.6316506,251,0.8818238,0.30459794,2520.0,0.20719332,0.1,0.0
5060.0,-20.68438,0.6306161,252,0.8817064,0.30427086,2530.0,0.2071204,0.0,0.0
5080.0,-21.79358,0.6297007,253,0.88157225,0.30401272,2540.0,0.20710064,0.0,0.0
5100.0,-17.664082,0.628723,254,0.88150626,0.30382246,2550.0,0.20707664,0.0,0.0
5120.0,-19.712824,0.62756324,255,0.8814938,0.30348912,2560.0,0.20700653,0.0,0.0
5140.0,-24.432285,0.62708896,256,0.8815284,0.30332658,2570.0,0.20697221,0.0,0.0
5160.0,-20.66843,0.62595737,257,0.8815566,0.30297166,2580.0,0.2069969,0.0,0.0
5180.0,-18.968365,0.62488586,258,0.8815921,0.3026462,2590.0,0.20707521,0.0,0.0
5200.0,-25.389486,0.623907,259,0.88170123,0.30237925,2600.0,0.20718193,0.0,0.0
5220.0,-20.776743,0.62367,260,0.8813896,0.30228528,2610.0,0.20719956,0.0,0.0
5240.0,-26.3629,0.62266976,261,0.88141626,0.30198917,2620.0,0.20705238,0.0,0.0
5260.0,-24.759789,0.6221359,262,0.88146734,0.30189714,2630.0,0.20708036,0.0,0.0
5280.0,-22.278437,0.6210658,263,0.8813899,0.301608,2640.0,0.20704472,0.0,0.0
5300.0,-25.262669,0.62174743,264,0.88149637,0.3016517,2650.0,0.20715927,0.0,0.0
5320.0,-24.04119,0.62074095,265,0.8814656,0.30140936,2660.0,0.20720865,0.0,0.0
5340.0,-20.540953,0.61965686,266,0.8814542,0.3011001,2670.0,0.20710668,0.0,0.0
5360.0,-22.566551,0.6186201,267,0.8814106,0.3007865,2680.0,0.20708643,0.0,0.0
5380.0,-27.78833,0.61763054,268,0.88137484,0.300527,2690.0,0.20707542,0.0,0.0
5400.0,-28.179983,0.6168409,269,0.8814154,0.30037317,2700.0,0.20707987,0.0,0.0
5420.0,-21.721577,0.6157786,270,0.88139004,0.30011323,2710.0,0.20702404,0.0,0.0
5440.0,-25.74292,0.614723,271,0.8814257,0.2997744,2720.0,0.20691492,0.0,0.0
5460.0,-21.461016,0.6137958,272,0.88149387,0.29954538,2730.0,0.20694524,0.0,0.0
5480.0,-27.61528,0.6130526,273,0.8816688,0.29934907,2740.0,0.2069858,0.0,0.0
5500.0,-29.58263,0.61292243,274,0.88154316,0.29933628,2750.0,0.20681225,0.0,0.0
5520.0,-29.608303,0.61254054,275,0.881376,0.29922166,2760.0,0.2068222,0.0,0.0
5540.0,-26.476154,0.61154073,276,0.88133556,0.29899615,2770.0,0.20687021,0.0,0.0
5560.0,-25.556973,0.61055094,277,0.88136834,0.2987433,2780.0,0.20684938,0.0,0.0
5580.0,-24.844011,0.6100664,278,0.8814719,0.2986456,2790.0,0.20684296,0.0,0.0
5600.0,-26.195501,0.6092894,279,0.8812525,0.2984053,2800.0,0.20682085,0.0,0.0
5620.0,-23.141521,0.6085329,280,0.88124514,0.2982431,2810.0,0.20679472,0.0,0.0
5640.0,-28.626577,0.60774404,281,0.88109446,0.29811445,2820.0,0.20681298,0.0,0.0
5660.0,-15.764694,0.6069624,282,0.8811137,0.2979025,2830.0,0.20684175,0.1,0.0
5680.0,-17.336302,0.606045,283,0.8810007,0.29771402,2840.0,0.20682807,0.0,0.0
5700.0,-19.357594,0.60526496,284,0.8811,0.29753625,2850.0,0.20687385,0.0,0.0
5720.0,-23.44058,0.60448456,285,0.88118047,0.29739058,2860.0,0.20683365,0.0,0.0
5740.0,-26.056423,0.6038523,286,0.8811545,0.2972529,2870.0,0.2068174,0.0,0.0
5760.0,-20.887018,0.6029119,287,0.88114715,0.2969372,2880.0,0.20680918,0.0,0.0
5780.0,-27.522635,0.60203964,288,0.8811404,0.29667544,2890.0,0.20682119,0.0,0.0
5800.0,-21.437958,0.6011579,289,0.8811283,0.2964206,2900.0,0.20680198,0.0,0.0
5820.0,-24.207987,0.6001852,290,0.8811086,0.2961529,2910.0,0.20688371,0.0,0.0
5840.0,-22.854017,0.5992187,291,0.881146,0.29579407,2920.0,0.2068735,0.0,0.0
5860.0,-30.20281,0.5986757,292,0.88118714,0.2956005,2930.0,0.2068919,0.0,0.0
5880.0,-29.400959,0.59773403,293,0.88119984,0.29533473,2940.0,0.20689692,0.0,0.0
5900.0,-15.199031,0.5968482,294,0.88112456,0.29504126,2950.0,0.2069125,0.0,0.0
5920.0,-17.40031,0.5959464,295,0.88117427,0.29479465,2960.0,0.20685416,0.0,0.0
5940.0,-17.65592,0.59505254,296,0.8811416,0.29451412,2970.0,0.20685321,0.0,0.0
5960.0,-14.223658,0.5943223,297,0.88121945,0.29428422,2980.0,0.20678246,0.0,0.0
5980.0,-19.321507,0.5947005,298,0.88104564,0.29433054,2990.0,0.20673327,0.0,0.0
6000.0,-19.991766,0.5957285,299,0.8807032,0.29449555,3000.0,0.2067136,0.0,0.0
6020.0,-17.001095,0.5967957,300,0.880837,0.29468438,3010.0,0.20675147,0.0,0.0
6040.0,-15.129123,0.5970771,301,0.88065666,0.2946627,3020.0,0.2066874,0.0,0.0
6060.0,-29.037617,0.59615076,302,0.88069195,0.29437816,3030.0,0.2066654,0.0,0.0
6080.0,-20.288631,0.59531814,303,0.8806669,0.2941555,3040.0,0.20671207,0.0,0.0
6100.0,-20.6812,0.5950572,304,0.8808376,0.29405916,3050.0,0.20678069,0.0,0.0
6120.0,-15.214435,0.5942382,305,0.88068825,0.2938644,3060.0,0.20677592,0.0,0.0
6140.0,-24.005802,0.5936322,306,0.88060814,0.2938,3070.0,0.20681348,0.0,0.0
6160.0,-24.346638,0.5930794,307,0.8806777,0.2936047,3080.0,0.20681109,0.0,0.0
6180.0,-28.715565,0.59218866,308,0.88071305,0.29334298,3090.0,0.20682806,0.0,0.0
6200.0,-21.26044,0.5936659,309,0.8811677,0.2935996,3100.0,0.20699154,0.0,0.0
6220.0,-17.101614,0.5929313,310,0.8810926,0.29341877,3110.0,0.2068057,0.0,0.0
6240.0,-29.719547,0.5921615,311,0.8810761,0.29321265,3120.0,0.20671135,0.0,0.0
6260.0,-25.769094,0.59129053,312,0.88100797,0.292982,3130.0,0.20667957,0.0,0.0
6280.0,-25.882666,0.5906702,313,0.88121253,0.29282576,3140.0,0.20670278,0.0,0.0
6300.0,-16.783535,0.5898554,314,0.88128304,0.292528,3150.0,0.20670344,0.0,0.0
6320.0,-22.961601,0.5890057,315,0.8812724,0.29232547,3160.0,0.20674999,0.0,0.0
6340.0,-21.74964,0.58821994,316,0.88128966,0.29212674,3170.0,0.20677173,0.0,0.0
6360.0,-25.178513,0.5878389,317,0.8812688,0.29210111,3180.0,0.20672907,0.0,0.0
6380.0,-22.956852,0.5870295,318,0.8812483,0.29191417,3190.0,0.20675789,0.0,0.0
6400.0,-19.937437,0.5862644,319,0.88115615,0.29178947,3200.0,0.20668165,0.0,0.0
6420.0,-22.718847,0.58552575,320,0.88117194,0.29163477,3210.0,0.20674938,0.0,0.0
6440.0,-19.00919,0.5847187,321,0.8810912,0.2914324,3220.0,0.2067209,0.0,0.0
6460.0,-22.07719,0.583871,322,0.88115424,0.29123372,3230.0,0.20684755,0.0,0.0
6480.0,-20.190332,0.58542967,323,0.8811674,0.2915269,3240.0,0.2069269,0.0,0.0
6500.0,-19.982168,0.5845857,324,0.8811898,0.29123688,3250.0,0.20691307,0.0,0.0
6520.0,-21.321453,0.5842238,325,0.8812805,0.29114094,3260.0,0.20697494,0.0,0.0
6540.0,-19.550728,0.58387214,326,0.88119507,0.2909819,3270.0,0.2070076,0.0,0.0
6560.0,-22.534357,0.5840103,327,0.88152057,0.29099727,3280.0,0.20716411,0.0,0.0
6580.0,-23.791916,0.5833135,328,0.88147897,0.2907773,3290.0,0.20722708,0.0,0.0
6600.0,-23.275625,0.58266264,329,0.881448,0.29063454,3300.0,0.20723358,0.0,0.0
6620.0,-21.049213,0.58187294,330,0.8814903,0.2904019,3310.0,0.2072841,0.0,0.0
6640.0,-20.564884,0.5813063,331,0.8815126,0.2902206,3320.0,0.2072886,0.0,0.0
6660.0,-26.097116,0.5807461,332,0.88160473,0.29007357,3330.0,0.20726797,0.0,0.0
6680.0,-23.637985,0.57995266,333,0.8815822,0.28984183,3340.0,0.20729078,0.0,0.0
6700.0,-19.589308,0.57919246,334,0.8816188,0.2896411,3350.0,0.20735237,0.0,0.0
6720.0,-19.309317,0.57838494,335,0.88162726,0.28939885,3360.0,0.20731817,0.0,0.0
6740.0,-16.64992,0.57763726,336,0.881669,0.28920543,3370.0,0.20731874,0.0,0.0
6760.0,-15.671618,0.5768392,337,0.8816641,0.28897598,3380.0,0.20733704,0.0,0.0
6780.0,-7.1564093,0.57609683,338,0.8816824,0.28879416,3390.0,0.20727187,0.0,0.0
6800.0,-13.622877,0.57533973,339,0.88168687,0.28858864,3400.0,0.20728274,0.0,0.0
6820.0,-15.437944,0.574688,340,0.88162285,0.2884362,3410.0,0.20728916,0.0,0.0
6840.0,-11.554948,0.5747022,341,0.8813092,0.28839305,3420.0,0.2072438,0.0,0.0
6860.0,-11.22366,0.57405776,342,0.8811877,0.2882094,3430.0,0.20720476,0.0,0.0
6880.0,-21.484507,0.5733017,343,0.88115025,0.2879756,3440.0,0.20716675,0.0,0.0
6900.0,-17.321524,0.5725258,344,0.88118905,0.28777626,3450.0,0.20722276,0.0,0.0
6920.0,-19.607029,0.57242537,345,0.881416,0.2877352,3460.0,0.20722356,0.0,0.0
6940.0,-24.670023,0.57175046,346,0.88137597,0.28755733,3470.0,0.20728679,0.0,0.0
6960.0,-23.918402,0.57110375,347,0.88142484,0.2874184,3480.0,0.20736408,0.0,0.0
6980.0,-22.499598,0.5707463,348,0.88142544,0.28733137,3490.0,0.207413,0.0,0.0
7000.0,-21.018227,0.5700159,349,0.88138455,0.28719205,3500.0,0.20751876,0.0,0.0
7020.0,-23.2416,0.5692609,350,0.88137513,0.28701487,3510.0,0.20752347,0.0,0.0
7040.0,-21.814829,0.5702502,351,0.8816053,0.28729618,3520.0,0.20759167,0.0,0.0
7060.0,-24.538836,0.5695352,352,0.8815711,0.28708708,3530.0,0.20762901,0.0,0.0
7080.0,-20.626934,0.5688021,353,0.8815929,0.28689247,3540.0,0.20767105,0.0,0.0
7100.0,-13.771988,0.56816447,354,0.8814829,0.28680524,3550.0,0.20763814,0.0,0.0
7120.0,-20.20008,0.5679266,355,0.88150245,0.2867806,3560.0,0.20764427,0.0,0.0
7140.0,-17.676683,0.5672152,356,0.8814874,0.28665972,3570.0,0.20761277,0.0,0.0
7160.0,-12.46661,0.5666434,357,0.8814912,0.28652757,3580.0,0.20763083,0.0,0.0
7180.0,-13.972982,0.56605977,358,0.8815178,0.28638032,3590.0,0.20762151,0.0,0.0
7200.0,-15.988615,0.5653733,359,0.88142806,0.28617072,3600.0,0.2075691,0.0,0.0
7220.0,-21.050634,0.56468993,360,0.8813658,0.2859725,3610.0,0.20762604,0.0,0.0
7240.0,-20.430332,0.56408185,361,0.8814861,0.28575626,3620.0,0.20770508,0.0,0.0
7260.0,-21.177496,0.56336266,362,0.8815141,0.285512,3630.0,0.207717,0.0,0.0
7280.0,-26.09107,0.56325525,363,0.88155985,0.2854076,3640.0,0.20768909,0.0,0.0
7300.0,-28.371647,0.5628331,364,0.88150936,0.28530413,3650.0,0.20776537,0.0,0.0
7320.0,-24.860203,0.5623571,365,0.88166857,0.28516847,3660.0,0.2077726,0.0,0.0
7340.0,-20.661083,0.56163937,366,0.8816202,0.28498468,3670.0,0.20779952,0.0,0.0
7360.0,-21.760262,0.56114346,367,0.88169026,0.28479385,3680.0,0.20781907,0.0,0.0
7380.0,-21.680975,0.56064075,368,0.8817645,0.28465262,3690.0,0.20781025,0.0,0.0
7400.0,-24.941618,0.56048316,369,0.88152784,0.28460398,3700.0,0.20771597,0.0,0.0
7420.0,-23.189825,0.5599193,370,0.88159174,0.284427,3710.0,0.20775692,0.0,0.0
7440.0,-23.647598,0.5598375,371,0.8815604,0.28452054,3720.0,0.20778021,0.0,0.0
7460.0,-26.580591,0.55917144,372,0.88156056,0.28430483,3730.0,0.20773256,0.0,0.0
7480.0,-28.502018,0.5598209,373,0.8817169,0.28437805,3740.0,0.20780481,0.0,0.0
7500.0,-28.09753,0.5608444,374,0.8820713,0.2844885,3750.0,0.2078365,0.0,0.0
7520.0,-28.854092,0.5603166,375,0.8821123,0.28430644,3760.0,0.2078616,0.0,0.0
7540.0,-29.348888,0.5597573,376,0.88205737,0.2841298,3770.0,0.20784673,0.0,0.0
7560.0,-26.980576,0.55910295,377,0.8819912,0.28395548,3780.0,0.2078773,0.0,0.0
7580.0,-26.117895,0.55841494,378,0.88203305,0.28376353,3790.0,0.20784567,0.0,0.0
7600.0,-29.639008,0.5593612,379,0.8817417,0.2839701,3800.0,0.20784397,0.0,0.0
7620.0,-26.081121,0.5587465,380,0.8817549,0.28380555,3810.0,0.20785604,0.0,0.0
7640.0,-21.649868,0.5582153,381,0.8816225,0.2836584,3820.0,0.20780289,0.0,0.0
7660.0,-22.864365,0.5575969,382,0.8816864,0.28348717,3830.0,0.20785964,0.0,0.0
7680.0,-22.418081,0.5569225,383,0.88170767,0.28329355,3840.0,0.20795093,0.0,0.0
7700.0,-27.11033,0.55624396,384,0.8817179,0.2830765,3850.0,0.20790085,0.0,0.0
7720.0,-27.43259,0.55557424,385,0.8817379,0.28286844,3860.0,0.20794207,0.0,0.0
7740.0,-23.475674,0.55495316,386,0.881723,0.28274977,3870.0,0.20788705,0.0,0.0
7760.0,-27.800104,0.55434424,387,0.8817029,0.2826313,3880.0,0.2078352,0.0,0.0
7780.0,-25.56872,0.55368567,388,0.881691,0.28246394,3890.0,0.2079207,0.0,0.0
7800.0,-24.504679,0.55341065,389,0.8816998,0.28241774,3900.0,0.20793116,0.0,0.0
7820.0,-27.400415,0.5527505,390,0.88170385,0.28222606,3910.0,0.20794132,0.0,0.0
7840.0,-24.13798,0.5521398,391,0.88168985,0.28201303,3920.0,0.20796233,0.0,0.0
7860.0,-27.364655,0.5516182,392,0.8818281,0.28183976,3930.0,0.20802343,0.0,0.0
7880.0,-29.150625,0.5509705,393,0.88185245,0.28165567,3940.0,0.20803408,0.0,0.0
7900.0,-29.228107,0.55032533,394,0.8818254,0.28146824,3950.0,0.20803156,0.0,0.0
7920.0,-25.843395,0.5498443,395,0.88174254,0.28130877,3960.0,0.20793815,0.0,0.0
7940.0,-31.17381,0.54929817,396,0.88173527,0.281188,3970.0,0.20790863,0.0,0.0
7960.0,-25.13125,0.5486942,397,0.88174015,0.28100538,3980.0,0.20794998,0.0,0.0
7980.0,-25.766495,0.5480842,398,0.8817814,0.28081757,3990.0,0.20796497,0.0,0.0
8000.0,-21.598324,0.5474766,399,0.8818281,0.2806562,4000.0,0.20796846,0.0,0.0
8020.0,-25.356827,0.5470037,400,0.8818738,0.28052568,4010.0,0.20797458,0.0,0.0
8040.0,-24.593517,0.546388,401,0.8818491,0.28036752,4020.0,0.20796019,0.0,0.0
8060.0,-26.987894,0.5479086,402,0.8820297,0.28075442,4030.0,0.20803937,0.0,0.0
8080.0,-26.324286,0.5473023,403,0.88209647,0.28056085,4040.0,0.20807026,0.0,0.0
8100.0,-24.893877,0.546694,404,0.88207555,0.2803758,4050.0,0.20804209,0.0,0.0
8120.0,-27.582693,0.54605764,405,0.8821144,0.28016227,4060.0,0.20804258,0.0,0.0
8140.0,-14.071144,0.5460793,406,0.8820514,0.28018022,4070.0,0.20801039,0.0,0.0
8160.0,-7.7908554,0.5457413,407,0.8820979,0.2801239,4080.0,0.2080433,0.0,0.0
8180.0,-8.47171,0.5452198,408,0.88209575,0.28005847,4090.0,0.2080394,0.0,0.0
8200.0,-11.506815,0.5458433,409,0.8822773,0.28021467,4100.0,0.20806979,0.0,0.0
8220.0,-11.206682,0.5460672,410,0.8824441,0.28027105,4110.0,0.20811965,0.0,0.0
8240.0,-21.189854,0.54807866,411,0.88302755,0.28064007,4120.0,0.20820385,0.0,0.0
8260.0,-13.601614,0.5477211,412,0.88318866,0.2805287,4130.0,0.2082046,0.0,0.0
8280.0,-18.597637,0.5499282,413,0.882967,0.28096482,4140.0,0.20819093,0.0,0.0
8300.0,-20.310596,0.5504076,414,0.88325953,0.28104785,4150.0,0.20827131,0.0,0.0
8320.0,-21.9251,0.54980505,415,0.88326997,0.28089702,4160.0,0.20824923,0.0,0.0
8340.0,-17.314465,0.54921067,416,0.8832604,0.28076604,4170.0,0.20825766,0.0,0.0
8360.0,-19.891006,0.5490114,417,0.8832133,0.28072593,4180.0,0.20826799,0.0,0.0
8380.0,-21.71479,0.54840595,418,0.8832342,0.2805495,4190.0,0.20829687,0.0,0.0
8400.0,-23.891521,0.5477971,419,0.8832753,0.28034955,4200.0,0.20834242,0.0,0.0
8420.0,-24.182562,0.5472363,420,0.88323355,0.2801978,4210.0,0.208292,0.0,0.0
8440.0,-25.765247,0.5466777,421,0.8832887,0.2800341,4220.0,0.20831795,0.0,0.0
8460.0,-23.74504,0.54612154,422,0.8833451,0.27988663,4230.0,0.20834965,0.0,0.0
8480.0,-14.764086,0.5457818,423,0.88340235,0.27982968,4240.0,0.2083363,0.0,0.0
8500.0,-20.906542,0.5451886,424,0.88342506,0.27967846,4250.0,0.20840034,0.0,0.0
8520.0,-19.151009,0.54462594,425,0.8833944,0.27952775,4260.0,0.20843765,0.0,0.0
8540.0,-24.107426,0.544102,426,0.88342,0.27936965,4270.0,0.20847684,0.0,0.0
8560.0,-22.643505,0.5436872,427,0.88352925,0.2792282,4280.0,0.20841478,0.0,0.0
8580.0,-19.781843,0.5433486,428,0.88357186,0.27910423,4290.0,0.20835327,0.0,0.0
8600.0,-25.657497,0.5429676,429,0.8834408,0.2789759,4300.0,0.20838095,0.0,0.0
8620.0,-20.347158,0.54238325,430,0.8834304,0.27885503,4310.0,0.2083631,0.0,0.0
8640.0,-21.829664,0.5420167,431,0.88351804,0.27881095,4320.0,0.208333,0.0,0.0
8660.0,-30.353338,0.5417265,432,0.8835922,0.27874106,4330.0,0.20834221,0.0,0.0
8680.0,-20.046848,0.5413748,433,0.88350266,0.27866623,4340.0,0.20836012,0.0,0.0
8700.0,-22.075289,0.5408761,434,0.88347393,0.278509,4350.0,0.20840245,0.0,0.0
8720.0,-18.911074,0.5404995,435,0.8834601,0.27841774,4360.0,0.20843634,0.0,0.0
8740.0,-22.597956,0.5406017,436,0.8835878,0.27845713,4370.0,0.20851399,0.0,0.0
8760.0,-18.98669,0.54002565,437,0.88358337,0.27829063,4380.0,0.20851155,0.1,0.0
8780.0,-23.54636,0.539465,438,0.88356334,0.27812895,4390.0,0.20850247,0.0,0.0
8800.0,-20.850525,0.5388912,439,0.88355535,0.27795586,4400.0,0.20856774,0.0,0.0
8820.0,-26.687677,0.5385315,440,0.8836281,0.27783278,4410.0,0.20867339,0.0,0.0
8840.0,-20.566166,0.5383684,441,0.8837292,0.2777599,4420.0,0.20868504,0.0,0.0
8860.0,-20.600285,0.53797865,442,0.8838148,0.27764598,4430.0,0.20859991,0.0,0.0
8880.0,-27.835384,0.5374121,443,0.8838558,0.27746925,4440.0,0.20862,0.0,0.0
8900.0,-24.0853,0.53685325,444,0.8838703,0.27727818,4450.0,0.2086403,0.0,0.0
8920.0,-25.352627,0.536323,445,0.8838896,0.2770971,4460.0,0.20866549,0.0,0.0
8940.0,-28.336914,0.5358959,446,0.8839523,0.27697194,4470.0,0.20868681,0.0,0.0
8960.0,-22.364887,0.5353695,447,0.883975,0.276796,4480.0,0.2086969,0.0,0.0
8980.0,-31.502462,0.5351353,448,0.88393736,0.2766598,4490.0,0.20868674,0.0,0.0
9000.0,-27.552944,0.5345768,449,0.8839381,0.2764553,4500.0,0.20865054,0.0,0.0
9020.0,-29.642643,0.5340328,450,0.88391876,0.27627075,4510.0,0.20867355,0.0,0.0
9040.0,-28.54773,0.53368706,451,0.88387156,0.27619419,4520.0,0.20867318,0.0,0.0
9060.0,-25.788235,0.53318995,452,0.88389546,0.2760583,4530.0,0.2086512,0.0,0.0
9080.0,-27.76533,0.5326653,453,0.8838555,0.27593338,4540.0,0.20868213,0.0,0.0
9100.0,-24.849438,0.53214484,454,0.8838113,0.27576074,4550.0,0.20864777,0.0,0.0
9120.0,-26.809727,0.5316491,455,0.8837814,0.27563718,4560.0,0.20861319,0.0,0.0
9140.0,-26.691929,0.5313841,456,0.88384646,0.2755649,4570.0,0.20861948,0.0,0.0
9160.0,-26.276678,0.5308807,457,0.88387775,0.2754259,4580.0,0.2086185,0.0,0.0
9180.0,-23.956165,0.5305076,458,0.8838279,0.27536783,4590.0,0.20858327,0.0,0.0
9200.0,-22.556675,0.5301328,459,0.8837309,0.27532488,4600.0,0.20863669,0.0,0.0
